6.00096,      1695,
6.20059,      1654,
6.40021,      1554,
6.59984,      1601,
6.79947,      1592,
6.99909,      1497,
7.19872,      1539,
7.39834,      1523,
7.59797,      1492,
7.79759,      1372,
7.99722,      1398,
8.19684,      1302,
8.39647,      1344,
8.59609,      1385,
8.79572,      1329,
8.99535,      1368,
9.19497,      1332,
9.3946,      1358,
9.59422,      1349,
9.79385,      1331,
9.99347,      1411,
10.1931,      1483,
10.3927,      1410,
10.5923,      1496,
10.792,      1502,
10.9916,      1379,
11.1912,      1411,
11.3909,      1459,
11.5905,      1433,
11.7901,      1377,
11.9897,      1466,
12.1894,      1423,
12.389,      1421,
12.5886,      1362,
12.7882,      1402,
12.9879,      1431,
13.1875,      1427,
13.3871,      1446,
13.5867,      1344,
13.7864,      1433,
13.986,      1459,
14.1856,      1420,
14.3852,      1349,
14.5849,      1432,
14.7845,      1372,
14.9841,      1289,
15.1837,      1321,
15.3834,      1344,
15.583,      1200,
15.7826,      1299,
15.9822,      1230,
16.1819,      1215,
16.3815,      1204,
16.5811,      1168,
16.7807,      1160,
16.9804,      1097,
 17.18,      1123,
17.3796,      1093,
17.5792,      1139,
17.7789,      1085,
17.9785,      1104,
18.1781,       995,
18.3777,      1010,
18.5774,      1068,
18.777,      1026,
18.9766,      1013,
19.1762,       974,
19.3759,       951,
19.5755,       957,
19.7751,       947,
19.9747,      1016,
20.1744,       985,
20.374,      1024,
20.5736,       994,
20.7732,       999,
20.9729,       988,
21.1725,       938,
21.3721,       999,
21.5718,       981,
21.7714,       958,
21.971,       960,
22.1706,       999,
22.3703,      1149,
22.5699,      1352,
22.7695,      3833,
22.9691,     11352,
23.1688,      4988,
23.3684,      1565,
23.568,      1105,
23.7676,      1125,
23.9673,      1110,
24.1669,      1093,
24.3665,      1077,
24.5661,      1070,
24.7658,      1102,
24.9654,      1082,
25.165,      1104,
25.3646,      1161,
25.5643,      1255,
25.7639,      1493,
25.9635,      1737,
26.1631,      2635,
26.3628,     17676,
26.5624,     43292,
26.762,     18510,
26.9616,      4946,
27.1613,      1877,
27.3609,      1536,
27.5605,      1415,
27.7601,      1503,
27.9598,      1399,
28.1594,      1351,
28.359,      1335,
28.5586,      1313,
28.7583,      1253,
28.9579,      1181,
29.1575,      1214,
29.3571,      1181,
29.5568,      1085,
29.7564,      1136,
29.956,      1126,
30.1556,      1045,
30.3553,      1015,
30.5549,       956,
30.7545,       982,
30.9541,       964,
31.1538,       994,
31.3534,       966,
31.553,       897,
31.7526,       896,
31.9523,       966,
32.1519,       849,
32.3515,       901,
32.5512,       866,
32.7508,       884,
32.9504,       875,
 33.15,       829,
33.3497,       896,
33.5493,       849,
33.7489,       758,
33.9485,       856,
34.1482,       886,
34.3478,       901,
34.5474,       845,
34.747,       794,
34.9467,       794,
35.1463,       864,
35.3459,       849,
35.5455,       886,
35.7452,       913,
35.9448,       876,
36.1444,       880,
36.344,       943,
36.5437,       943,
36.7433,      1023,
36.9429,      1101,
37.1425,      1148,
37.3422,      1186,
37.5418,      1412,
37.7414,      1996,
37.941,      9166,
38.1407,     29276,
38.3403,     15394,
38.5399,      3600,
38.7395,      1578,
38.9392,      1280,
39.1388,      1274,
39.3384,      1165,
39.538,      1170,
39.7377,      1169,
39.9373,      1088,
40.1369,      1083,
40.3365,      1139,
40.5362,      1141,
40.7358,      1088,
40.9354,      1094,
41.135,      1071,
41.3347,      1107,
41.5343,      1109,
41.7339,      1039,
41.9335,      1005,
42.1332,      1014,
42.3328,      1025,
42.5324,      1008,
42.732,       984,
42.9317,       979,
43.1313,       953,
43.3309,       956,
43.5306,       976,
43.7302,       986,
43.9298,      1045,
44.1294,       930,
44.3291,       955,
44.5287,      1011,
44.7283,      1133,
44.9279,      2200,
45.1276,      4584,
45.3272,      4724,
45.5268,      1857,
45.7264,      1098,
45.9261,      1031,
46.1257,      1036,
46.3253,      1019,
46.5249,       975,
46.7246,      1036,
46.9242,      1202,
47.1238,      2544,
47.3234,      8799,
47.5231,      5911,
47.7227,      1797,
47.9223,      1084,
48.1219,      1012,
48.3216,       955,
48.5212,       927,
48.7208,       936,
48.9204,       902,
49.1201,      1001,
49.3197,       976,
49.5193,       861,
49.7189,       909,
49.9186,       907,
50.1182,       875,
50.3178,       917,
50.5174,       904,
50.7171,       929,
50.9167,       915,
51.1163,       910,
51.3159,       957,
51.5156,       918,
51.7152,       904,
51.9148,       936,
52.1144,       869,
52.3141,       900,
52.5137,       893,
52.7133,       872,
52.9129,       851,
53.1126,       852,
53.3122,       913,
53.5118,       894,
53.7115,       879,
53.9111,       905,
54.1107,       948,
54.3103,       889,
 54.51,       936,
54.7096,       924,
54.9092,      1056,
55.1088,      2336,
55.3085,      3955,
55.5081,      2909,
55.7077,      1223,
55.9073,       966,
56.107,       901,
56.3066,       898,
56.5062,       923,
56.7058,       837,
56.9055,       794,
57.1051,       855,
57.3047,       846,
57.5043,       850,
57.704,       839,
57.9036,       821,
58.1032,       821,
58.3028,       841,
58.5025,       833,
58.7021,       809,
58.9017,       840,
59.1013,       861,
59.301,       843,
59.5006,       841,
59.7002,       842,
59.8998,       910,
60.0995,       940,
60.2991,      1021,
60.4987,      1054,
60.6983,      2119,
60.898,      2728,
61.0976,      1711,
61.2972,      1106,
61.4968,      1127,
61.6965,      1129,
61.8961,      1171,
62.0957,      1328,
62.2953,      2377,
62.495,      8194,
62.6946,      8392,
62.8942,      3530,
63.0938,      1565,
63.2935,      1216,
63.4931,      1160,
63.6927,      1123,
63.8923,      1024,
64.092,      1032,
64.2916,      1085,
64.4912,       986,
64.6909,      1023,
64.8905,      1031,
65.0901,       961,
65.2897,       974,
65.4894,       941,
65.689,       959,
65.8886,       931,
66.0882,       883,
66.2879,       993,
66.4875,       887,
66.6871,       973,
66.8867,       873,
67.0864,       927,
67.286,       949,
67.4856,       881,
67.6852,       923,
67.8849,       872,
68.0845,       886,
68.2841,       842,
68.4837,       844,
68.6834,       960,
68.883,      1005,
69.0826,      1349,
69.2822,      3088,
69.4819,      5843,
69.6815,      3698,
69.8811,      1561,
70.0807,       956,
70.2804,       968,
 70.48,       832,
70.6796,       875,
70.8792,       896,
71.0789,       917,
71.2785,       882,
71.4781,       867,
71.6777,       855,
71.8774,       882,
72.077,       872,
72.2766,       907,
72.4762,       844,
72.6759,       882,
72.8755,       890,
73.0751,       898,
73.2747,       834,
73.4744,       862,
73.674,       906,
73.8736,       897,
74.0732,      1007,
74.2729,      1836,
74.4725,      1742,
74.6721,      1328,
74.8717,       930,
75.0714,       949,
75.271,       904,
