5.00096,         1,
5.05137,         2,
5.10178,         4,
5.1522,         3,
5.20261,         2,
5.25302,         1,
5.30343,         2,
5.35384,         7,
5.40425,         7,
5.45466,         2,
5.50507,         0,
5.55548,         5,
5.60589,         4,
5.6563,         3,
5.70671,         4,
5.75712,         3,
5.80753,         3,
5.85794,         4,
5.90835,         5,
5.95876,         9,
6.00917,        11,
6.05958,         9,
6.10999,         8,
6.1604,         7,
6.21081,         7,
6.26123,         7,
6.31164,         8,
6.36205,         9,
6.41246,         7,
6.46287,         8,
6.51328,        12,
6.56369,         6,
6.6141,         6,
6.66451,        13,
6.71492,        12,
6.76533,        11,
6.81574,         4,
6.86615,         9,
6.91656,        15,
6.96697,        17,
7.01738,        24,
7.06779,        13,
7.1182,        16,
7.16861,        17,
7.21902,        12,
7.26943,        14,
7.31985,        12,
7.37026,        16,
7.42067,        23,
7.47108,        17,
7.52149,        26,
7.5719,        17,
7.62231,        18,
7.67272,        13,
7.72313,        20,
7.77354,        23,
7.82395,        17,
7.87436,        22,
7.92477,        22,
7.97518,        23,
8.02559,        14,
8.076,        22,
8.12641,        22,
8.17682,        24,
8.22723,        21,
8.27764,        20,
8.32805,        32,
8.37847,        23,
8.42888,        24,
8.47929,        26,
8.5297,        31,
8.58011,        26,
8.63052,        37,
8.68093,        23,
8.73134,        21,
8.78175,        27,
8.83216,        27,
8.88257,        31,
8.93298,        18,
8.98339,        41,
9.0338,        31,
9.08421,        24,
9.13462,        20,
9.18503,        22,
9.23544,        35,
9.28585,        35,
9.33626,        44,
9.38667,        39,
9.43709,        38,
9.4875,        33,
9.53791,        31,
9.58832,        37,
9.63873,        32,
9.68914,        41,
9.73955,        17,
9.78996,        29,
9.84037,        37,
9.89078,        35,
9.94119,        39,
9.9916,        38,
10.042,        27,
10.0924,        37,
10.1428,        33,
10.1932,        31,
10.2437,        40,
10.2941,        34,
10.3445,        35,
10.3949,        35,
10.4453,        31,
10.4957,        46,
10.5461,        29,
10.5965,        38,
10.6469,        45,
10.6973,        38,
10.7478,        50,
10.7982,        39,
10.8486,        57,
10.899,        28,
10.9494,        41,
10.9998,        29,
11.0502,        25,
11.1006,        26,
11.151,        56,
11.2015,        40,
11.2519,        26,
11.3023,        48,
11.3527,        45,
11.4031,        41,
11.4535,        35,
11.5039,        37,
11.5543,        30,
11.6047,        59,
11.6551,        33,
11.7056,        34,
11.756,        33,
11.8064,        30,
11.8568,        35,
11.9072,        46,
11.9576,        46,
12.008,        45,
12.0584,        52,
12.1088,        43,
12.1593,        28,
12.2097,        57,
12.2601,        39,
12.3105,        42,
12.3609,        48,
12.4113,        32,
12.4617,        50,
12.5121,        57,
12.5625,        38,
12.6129,        49,
12.6634,        38,
12.7138,        37,
12.7642,        50,
12.8146,        41,
12.865,        47,
12.9154,        47,
12.9658,        47,
13.0162,        31,
13.0666,        45,
13.117,        50,
13.1675,        45,
13.2179,        39,
13.2683,        42,
13.3187,        33,
13.3691,        52,
13.4195,        50,
13.4699,        58,
13.5203,        44,
13.5707,        37,
13.6212,        57,
13.6716,        49,
13.722,        47,
13.7724,        46,
13.8228,        53,
13.8732,        29,
13.9236,        59,
13.974,        48,
14.0244,        52,
14.0748,        44,
14.1253,        52,
14.1757,        49,
14.2261,        53,
14.2765,        42,
14.3269,        40,
14.3773,        51,
14.4277,        40,
14.4781,        49,
14.5285,        59,
14.579,        39,
14.6294,        38,
14.6798,        59,
14.7302,        45,
14.7806,        52,
14.831,        33,
14.8814,        38,
14.9318,        50,
14.9822,        50,
15.0326,        53,
15.0831,        61,
15.1335,        60,
15.1839,        58,
15.2343,        48,
15.2847,        43,
15.3351,        72,
15.3855,        54,
15.4359,        50,
15.4863,        50,
15.5368,        47,
15.5872,        47,
15.6376,        49,
15.688,        52,
15.7384,        53,
15.7888,        53,
15.8392,        67,
15.8896,        42,
 15.94,        47,
15.9904,        52,
16.0409,        39,
16.0913,        55,
16.1417,        50,
16.1921,        48,
16.2425,        50,
16.2929,        66,
16.3433,        52,
16.3937,        41,
16.4441,        45,
16.4946,        49,
16.545,        42,
16.5954,        59,
16.6458,        46,
16.6962,        50,
16.7466,        38,
16.797,        46,
16.8474,        48,
16.8978,        46,
16.9482,        52,
16.9987,        45,
17.0491,        43,
17.0995,        50,
17.1499,        57,
17.2003,        41,
17.2507,        40,
17.3011,        49,
17.3515,        37,
17.4019,        50,
17.4524,        63,
17.5028,        46,
17.5532,        42,
17.6036,        42,
17.654,        54,
17.7044,        43,
17.7548,        50,
17.8052,        60,
17.8556,        39,
17.906,        45,
17.9565,        42,
18.0069,        46,
18.0573,        48,
18.1077,        47,
18.1581,        41,
18.2085,        56,
18.2589,        52,
18.3093,        37,
18.3597,        55,
18.4101,        64,
18.4606,        50,
18.511,        52,
18.5614,        57,
18.6118,        40,
18.6622,        42,
18.7126,        51,
18.763,        62,
18.8134,        49,
18.8638,        71,
18.9143,        46,
18.9647,        61,
19.0151,        56,
19.0655,        54,
19.1159,        46,
19.1663,        70,
19.2167,        50,
19.2671,        54,
19.3175,        58,
19.3679,        57,
19.4184,        43,
19.4688,        51,
19.5192,        50,
19.5696,        52,
 19.62,        42,
19.6704,        51,
19.7208,        62,
19.7712,        50,
19.8216,        49,
19.8721,        47,
19.9225,        44,
19.9729,        50,
20.0233,        44,
20.0737,        41,
20.1241,        45,
20.1745,        41,
20.2249,        48,
20.2753,        47,
20.3257,        38,
20.3762,        45,
20.4266,        43,
20.477,        47,
20.5274,        49,
20.5778,        50,
20.6282,        49,
20.6786,        52,
20.729,        41,
20.7794,        39,
20.8299,        62,
20.8803,        54,
20.9307,        61,
20.9811,        49,
21.0315,        62,
21.0819,        71,
21.1323,        59,
21.1827,        51,
21.2331,        63,
21.2835,        52,
21.334,        56,
21.3844,        61,
21.4348,        59,
21.4852,        52,
21.5356,        48,
21.586,        52,
21.6364,        67,
